criteria,cost_of_bike,assistance,segment,rating,price,provider,rank,location,product_variant,month
Fahrrad,2500,Yes,None,1.3,5.33,GVO,3,bayern,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2500,Yes,None,1.5,5.55,BerlinDirect,4,bayern,Classic Rundum,July
Fahrrad,2500,Yes,Price-performance recommendation,1.0,6.04,Janitos,5,bayern,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,2500,Yes,None,1.1,6.13,Schutzgarant,6,bayern,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2500,Yes,None,1.7,6.32,MVK,7,bayern,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2500,Yes,None,1.0,6.63,AndSafe,8,bayern,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2500,Yes,None,1.1,7.13,Hepster,9,bayern,Premium,July
Fahrrad,2500,Yes,None,1.0,7.33,Hepster,10,bayern,Superior,July
Fahrrad,2500,Yes,None,1.2,7.4,BerlinDirect,11,bayern,Rundum,July
Fahrrad,2500,Yes,None,1.2,7.5,GVO,12,bayern,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2500,Yes,None,1.1,7.58,NV Versicherungen,13,bayern,Premium 1.0,July
Fahrrad,2500,Yes,None,1.1,7.83,Bessergrün,14,bayern,Premium 1.0,July
Fahrrad,2500,Yes,None,1.2,7.9,BerlinDirect,15,bayern,Premium,July
Fahrrad,2500,Yes,None,1.0,8.25,Ammerländer,16,bayern,Exclusiv,July
Fahrrad,2500,Yes,None,1.7,9.67,Bikmo,17,bayern,Plus,July
Fahrrad,2500,Yes,None,1.0,10.31,Ammerländer,18,bayern,Excellent,July
Fahrrad,2500,Yes,None,1.0,10.97,Ammerländer,19,bayern,Excellent Plus,July
Fahrrad,2500,Yes,None,1.6,13.19,Enra,20,bayern,Rundumschutz,July
Fahrrad,2500,Yes,None,2.1,20.65,Verias,21,bayern,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2500,Yes,None,1.3,20.83,Adam Riese,22,bayern,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2500,Yes,None,1.2,22.73,Adam Riese,23,bayern,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,Cheap,1.5,3.94,Hepster,1,bayern,Basic,July
Fahrrad,2000,Yes,None,1.5,4.48,BerlinDirect,2,bayern,Classic Rundum,July
Fahrrad,2000,Yes,None,1.3,4.58,GVO,3,bayern,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,None,1.3,4.99,Schutzgarant,4,bayern,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,Price-performance recommendation,1.0,5.25,Janitos,5,bayern,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,2000,Yes,None,1.7,5.44,MVK,6,bayern,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,None,1.0,5.55,AndSafe,7,bayern,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,None,1.1,6.13,Schutzgarant,8,bayern,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,None,1.1,6.33,Hepster,9,bayern,Premium,July
Fahrrad,2000,Yes,None,1.2,6.4,BerlinDirect,10,bayern,Rundum,July
Fahrrad,2000,Yes,None,1.0,6.43,Hepster,11,bayern,Superior,July
Fahrrad,2000,Yes,None,1.2,6.5,GVO,12,bayern,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,None,1.1,6.75,NV Versicherungen,13,bayern,Premium 1.0,July
Fahrrad,2000,Yes,None,1.2,6.9,BerlinDirect,14,bayern,Premium,July
Fahrrad,2000,Yes,None,1.1,7.0,Bessergrün,15,bayern,Premium 1.0,July
Fahrrad,2000,Yes,None,1.0,7.13,Ammerländer,16,bayern,Exclusiv,July
Fahrrad,2000,Yes,None,1.7,8.53,Bikmo,17,bayern,Plus,July
Fahrrad,2000,Yes,None,1.0,8.91,Ammerländer,18,bayern,Excellent,July
Fahrrad,2000,Yes,None,1.0,9.57,Ammerländer,19,bayern,Excellent Plus,July
Fahrrad,2000,Yes,None,1.6,12.1,Enra,20,bayern,Rundumschutz,July
Fahrrad,2000,Yes,None,2.1,16.52,Verias,21,bayern,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,None,1.3,18.54,Adam Riese,22,bayern,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,2000,Yes,None,1.2,20.21,Adam Riese,23,bayern,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,Cheap,1.5,3.65,Hepster,1,bayern,Basic,July
Fahrrad,1500,Yes,None,1.5,3.84,BerlinDirect,2,bayern,Classic Rundum,July
Fahrrad,1500,Yes,Price-performance recommendation,1.0,4.46,Janitos,3,bayern,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,1500,Yes,None,1.3,4.5,GVO,4,bayern,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,None,1.3,4.58,Schutzgarant,5,bayern,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,None,1.0,4.75,AndSafe,6,bayern,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,None,1.7,5.06,MVK,7,bayern,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,None,1.1,5.49,Schutzgarant,8,bayern,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,None,1.2,5.9,BerlinDirect,9,bayern,Rundum,July
Fahrrad,1500,Yes,None,1.1,6.17,NV Versicherungen,10,bayern,Premium 1.0,July
Fahrrad,1500,Yes,None,1.2,6.25,GVO,11,bayern,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,None,1.1,6.33,Hepster,12,bayern,Premium,July
Fahrrad,1500,Yes,None,1.2,6.4,BerlinDirect,13,bayern,Premium,July
Fahrrad,1500,Yes,None,1.1,6.42,Bessergrün,14,bayern,Premium 1.0,July
Fahrrad,1500,Yes,None,1.0,6.43,Hepster,15,bayern,Superior,July
Fahrrad,1500,Yes,None,1.0,7.13,Ammerländer,16,bayern,Exclusiv,July
Fahrrad,1500,Yes,None,1.7,7.28,Bikmo,17,bayern,Plus,July
Fahrrad,1500,Yes,None,1.0,8.91,Ammerländer,18,bayern,Excellent,July
Fahrrad,1500,Yes,None,1.0,9.57,Ammerländer,19,bayern,Excellent Plus,July
Fahrrad,1500,Yes,None,1.6,10.98,Enra,20,bayern,Rundumschutz,July
Fahrrad,1500,Yes,None,2.1,14.88,Verias,21,bayern,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,None,1.3,16.24,Adam Riese,22,bayern,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1500,Yes,None,1.2,17.68,Adam Riese,23,bayern,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,Price-performance recommendation,1.5,3.31,Hepster,1,bayern,Basic,July
Fahrrad,1000,Yes,None,1.5,3.68,BerlinDirect,2,bayern,Classic Rundum,July
Fahrrad,1000,Yes,None,1.3,4.18,Schutzgarant,3,bayern,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,None,1.3,4.42,GVO,4,bayern,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,Performance recommendation,1.0,4.46,Janitos,5,bayern,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,1000,Yes,None,1.0,4.54,AndSafe,6,bayern,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,None,1.2,4.9,BerlinDirect,7,bayern,Rundum,July
Fahrrad,1000,Yes,None,1.7,5.06,MVK,8,bayern,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,None,1.1,5.3,Schutzgarant,9,bayern,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,None,1.2,5.4,BerlinDirect,10,bayern,Premium,July
Fahrrad,1000,Yes,None,1.1,5.48,Hepster,11,bayern,Premium,July
Fahrrad,1000,Yes,None,1.2,5.83,GVO,12,bayern,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,None,1.7,5.86,Bikmo,13,bayern,Plus,July
Fahrrad,1000,Yes,None,1.0,5.93,Hepster,14,bayern,Superior,July
Fahrrad,1000,Yes,None,1.1,6.17,NV Versicherungen,15,bayern,Premium 1.0,July
Fahrrad,1000,Yes,None,1.1,6.42,Bessergrün,16,bayern,Premium 1.0,July
Fahrrad,1000,Yes,None,1.0,6.5,Ammerländer,17,bayern,Exclusiv,July
Fahrrad,1000,Yes,None,1.0,8.13,Ammerländer,18,bayern,Excellent,July
Fahrrad,1000,Yes,None,1.0,8.78,Ammerländer,19,bayern,Excellent Plus,July
Fahrrad,1000,Yes,None,1.6,8.96,Enra,20,bayern,Rundumschutz,July
Fahrrad,1000,Yes,None,2.1,9.92,Verias,21,bayern,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,None,1.3,13.95,Adam Riese,22,bayern,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,1000,Yes,None,1.2,15.16,Adam Riese,23,bayern,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,Price-performance recommendation,1.5,3.31,Hepster,1,bayern,Basic,July
Fahrrad,750,Yes,None,1.5,3.68,BerlinDirect,2,bayern,Classic Rundum,July
Fahrrad,750,Yes,None,1.3,4.18,Schutzgarant,3,bayern,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,None,1.3,4.42,GVO,4,bayern,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,Performance recommendation,1.0,4.46,Janitos,5,bayern,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,750,Yes,None,1.0,4.51,AndSafe,6,bayern,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,None,1.2,4.9,BerlinDirect,7,bayern,Rundum,July
Fahrrad,750,Yes,None,1.7,5.06,MVK,8,bayern,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,None,1.1,5.3,Schutzgarant,9,bayern,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,None,1.2,5.4,BerlinDirect,10,bayern,Premium,July
Fahrrad,750,Yes,None,1.7,5.41,Bikmo,11,bayern,Plus,July
Fahrrad,750,Yes,None,1.1,5.48,Hepster,12,bayern,Premium,July
Fahrrad,750,Yes,None,1.2,5.83,GVO,13,bayern,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,None,1.0,5.93,Hepster,14,bayern,Superior,July
Fahrrad,750,Yes,None,1.1,6.17,NV Versicherungen,15,bayern,Premium 1.0,July
Fahrrad,750,Yes,None,1.1,6.42,Bessergrün,16,bayern,Premium 1.0,July
Fahrrad,750,Yes,None,1.0,6.5,Ammerländer,17,bayern,Exclusiv,July
Fahrrad,750,Yes,None,1.6,7.91,Enra,18,bayern,Rundumschutz,July
Fahrrad,750,Yes,None,1.0,8.13,Ammerländer,19,bayern,Excellent,July
Fahrrad,750,Yes,None,2.1,8.5,Verias,20,bayern,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,None,1.0,8.78,Ammerländer,21,bayern,Excellent Plus,July
Fahrrad,750,Yes,None,1.3,12.8,Adam Riese,22,bayern,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,750,Yes,None,1.2,13.9,Adam Riese,23,bayern,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,Price-performance recommendation,1.5,3.31,Hepster,1,bayern,Basic,July
Fahrrad,500,Yes,None,1.5,3.68,BerlinDirect,2,bayern,Classic Rundum,July
Fahrrad,500,Yes,None,1.3,4.18,Schutzgarant,3,bayern,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,None,1.3,4.42,GVO,4,bayern,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,Performance recommendation,1.0,4.46,Janitos,5,bayern,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,500,Yes,None,1.0,4.5,AndSafe,6,bayern,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,None,1.2,4.9,BerlinDirect,7,bayern,Rundum,July
Fahrrad,500,Yes,None,1.7,5.06,MVK,8,bayern,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,None,1.1,5.3,Schutzgarant,9,bayern,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,None,1.2,5.4,BerlinDirect,10,bayern,Premium,July
Fahrrad,500,Yes,None,1.7,5.41,Bikmo,11,bayern,Plus,July
Fahrrad,500,Yes,None,1.1,5.48,Hepster,12,bayern,Premium,July
Fahrrad,500,Yes,None,1.6,5.71,Enra,13,bayern,Rundumschutz,July
Fahrrad,500,Yes,None,1.2,5.83,GVO,14,bayern,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,None,1.0,5.93,Hepster,15,bayern,Superior,July
Fahrrad,500,Yes,None,1.1,6.17,NV Versicherungen,16,bayern,Premium 1.0,July
Fahrrad,500,Yes,None,1.1,6.42,Bessergrün,17,bayern,Premium 1.0,July
Fahrrad,500,Yes,None,1.0,6.5,Ammerländer,18,bayern,Exclusiv,July
Fahrrad,500,Yes,None,1.0,8.13,Ammerländer,19,bayern,Excellent,July
Fahrrad,500,Yes,None,2.1,8.5,Verias,20,bayern,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,None,1.0,8.78,Ammerländer,21,bayern,Excellent Plus,July
Fahrrad,500,Yes,None,1.3,11.66,Adam Riese,22,bayern,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,500,Yes,None,1.2,12.64,Adam Riese,23,bayern,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,12000,Yes,Price-performance recommendation,1.3,28.11,Schutzgarant,1,lower saxony,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,12000,Yes,None,1.1,30.67,Schutzgarant,2,lower saxony,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,12000,Yes,Performance recommendation,1.0,31.59,Janitos,3,lower saxony,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,12000,Yes,None,1.0,33.15,AndSafe,4,lower saxony,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,12000,Yes,None,1.2,35.0,GVO,5,lower saxony,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,12000,Yes,None,1.0,38.25,Ammerländer,6,lower saxony,Excellent,July
Fahrrad,12000,Yes,None,1.0,38.91,Ammerländer,7,lower saxony,Excellent Plus,July
Fahrrad,11000,Yes,Price-performance recommendation,1.3,25.77,Schutzgarant,1,lower saxony,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,11000,Yes,None,1.1,28.11,Schutzgarant,2,lower saxony,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,11000,Yes,Performance recommendation,1.0,28.98,Janitos,3,lower saxony,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,11000,Yes,None,1.0,30.36,AndSafe,4,lower saxony,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,11000,Yes,None,1.2,33.33,GVO,5,lower saxony,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,11000,Yes,None,1.0,38.25,Ammerländer,6,lower saxony,Excellent,July
Fahrrad,11000,Yes,None,1.0,38.91,Ammerländer,7,lower saxony,Excellent Plus,July
Fahrrad,10000,Yes,Cheap,1.5,18.96,Hepster,1,lower saxony,Basic,July
Fahrrad,10000,Yes,None,1.5,21.68,BerlinDirect,2,lower saxony,Classic Rundum,July
Fahrrad,10000,Yes,None,1.3,22.08,GVO,3,lower saxony,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.3,22.08,Schutzgarant,4,lower saxony,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,Price-performance recommendation,1.0,22.52,AndSafe,5,lower saxony,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.7,24.07,MVK,6,lower saxony,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.1,25.0,NV Versicherungen,7,lower saxony,Premium 1.0,July
Fahrrad,10000,Yes,None,1.1,25.25,Bessergrün,8,lower saxony,Premium 1.0,July
Fahrrad,10000,Yes,None,1.1,25.31,Schutzgarant,9,lower saxony,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.0,26.36,Janitos,10,lower saxony,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,10000,Yes,None,1.1,26.63,Hepster,11,lower saxony,Premium,July
Fahrrad,10000,Yes,None,1.0,27.63,Hepster,12,lower saxony,Superior,July
Fahrrad,10000,Yes,None,1.0,28.6,Ammerländer,13,lower saxony,Exclusiv,July
Fahrrad,10000,Yes,None,1.2,28.9,BerlinDirect,14,lower saxony,Rundum,July
Fahrrad,10000,Yes,None,1.2,29.4,BerlinDirect,15,lower saxony,Premium,July
Fahrrad,10000,Yes,None,1.2,32.5,GVO,16,lower saxony,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.0,35.75,Ammerländer,17,lower saxony,Excellent,July
Fahrrad,10000,Yes,None,1.0,36.41,Ammerländer,18,lower saxony,Excellent Plus,July
Fahrrad,10000,Yes,None,1.7,38.87,Bikmo,19,lower saxony,Plus,July
Fahrrad,10000,Yes,None,1.3,55.22,Adam Riese,20,lower saxony,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,1.2,60.55,Adam Riese,21,lower saxony,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,10000,Yes,None,2.1,71.6,Verias,22,lower saxony,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,Cheap,1.5,16.96,Hepster,1,lower saxony,Basic,July
Fahrrad,9000,Yes,None,1.5,19.43,BerlinDirect,2,lower saxony,Classic Rundum,July
Fahrrad,9000,Yes,None,1.3,19.83,GVO,3,lower saxony,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.3,20.01,Schutzgarant,4,lower saxony,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,Price-performance recommendation,1.0,20.39,AndSafe,5,lower saxony,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.7,21.45,MVK,6,lower saxony,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.1,22.5,NV Versicherungen,7,lower saxony,Premium 1.0,July
Fahrrad,9000,Yes,None,1.1,22.75,Bessergrün,8,lower saxony,Premium 1.0,July
Fahrrad,9000,Yes,None,1.1,22.91,Schutzgarant,9,lower saxony,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.0,23.75,Janitos,10,lower saxony,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,9000,Yes,None,1.1,24.23,Hepster,11,lower saxony,Premium,July
Fahrrad,9000,Yes,None,1.0,25.23,Hepster,12,lower saxony,Superior,July
Fahrrad,9000,Yes,None,1.2,25.9,BerlinDirect,13,lower saxony,Rundum,July
Fahrrad,9000,Yes,None,1.0,26.0,Ammerländer,14,lower saxony,Exclusiv,July
Fahrrad,9000,Yes,None,1.2,26.4,BerlinDirect,15,lower saxony,Premium,July
Fahrrad,9000,Yes,None,1.2,26.67,GVO,16,lower saxony,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.0,32.5,Ammerländer,17,lower saxony,Excellent,July
Fahrrad,9000,Yes,None,1.0,33.16,Ammerländer,18,lower saxony,Excellent Plus,July
Fahrrad,9000,Yes,None,1.7,35.09,Bikmo,19,lower saxony,Plus,July
Fahrrad,9000,Yes,None,1.3,50.62,Adam Riese,20,lower saxony,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,1.2,55.5,Adam Riese,21,lower saxony,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,9000,Yes,None,2.1,64.44,Verias,22,lower saxony,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,Cheap,1.5,15.18,Hepster,1,lower saxony,Basic,July
Fahrrad,8000,Yes,None,1.5,17.18,BerlinDirect,2,lower saxony,Classic Rundum,July
Fahrrad,8000,Yes,None,1.3,17.8,Schutzgarant,3,lower saxony,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.3,17.92,GVO,4,lower saxony,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,Price-performance recommendation,1.0,18.06,AndSafe,5,lower saxony,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.7,19.13,MVK,6,lower saxony,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.1,20.0,NV Versicherungen,7,lower saxony,Premium 1.0,July
Fahrrad,8000,Yes,None,1.1,20.25,Bessergrün,8,lower saxony,Premium 1.0,July
Fahrrad,8000,Yes,None,1.1,20.35,Schutzgarant,9,lower saxony,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.0,21.14,Janitos,10,lower saxony,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,8000,Yes,None,1.0,22.63,Hepster,11,lower saxony,Superior,July
Fahrrad,8000,Yes,None,1.2,22.9,BerlinDirect,12,lower saxony,Rundum,July
Fahrrad,8000,Yes,None,1.2,23.33,GVO,13,lower saxony,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.0,23.4,Ammerländer,14,lower saxony,Exclusiv,July
Fahrrad,8000,Yes,None,1.2,23.4,BerlinDirect,15,lower saxony,Premium,July
Fahrrad,8000,Yes,None,1.0,29.25,Ammerländer,16,lower saxony,Excellent,July
Fahrrad,8000,Yes,None,1.0,29.91,Ammerländer,17,lower saxony,Excellent Plus,July
Fahrrad,8000,Yes,None,1.7,31.3,Bikmo,18,lower saxony,Plus,July
Fahrrad,8000,Yes,None,1.3,46.04,Adam Riese,19,lower saxony,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,1.2,50.46,Adam Riese,20,lower saxony,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,8000,Yes,None,2.1,57.28,Verias,21,lower saxony,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,Cheap,1.5,13.3,Hepster,1,lower saxony,Basic,July
Fahrrad,7000,Yes,None,1.5,14.93,BerlinDirect,2,lower saxony,Classic Rundum,July
Fahrrad,7000,Yes,Price-performance recommendation,1.0,15.6,AndSafe,3,lower saxony,"Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.3,15.68,Schutzgarant,4,lower saxony,"BronzePlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.3,16.67,GVO,5,lower saxony,"TOP-VIT Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.7,16.94,MVK,6,lower saxony,"Top Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.1,17.5,NV Versicherungen,7,lower saxony,Premium 1.0,July
Fahrrad,7000,Yes,None,1.1,17.75,Bessergrün,8,lower saxony,Premium 1.0,July
Fahrrad,7000,Yes,None,1.1,17.9,Schutzgarant,9,lower saxony,"GoldPlus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.1,18.63,Hepster,10,lower saxony,Premium,July
Fahrrad,7000,Yes,None,1.0,18.69,Janitos,11,lower saxony,Fahrrad- und E-Bike-Versicherung,July
Fahrrad,7000,Yes,None,1.2,19.17,GVO,12,lower saxony,"TOP-VIT Plus Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.0,19.83,Hepster,13,lower saxony,Superior,July
Fahrrad,7000,Yes,None,1.2,19.9,BerlinDirect,14,lower saxony,Rundum,July
Fahrrad,7000,Yes,None,1.2,20.4,BerlinDirect,15,lower saxony,Premium,July
Fahrrad,7000,Yes,None,1.0,20.8,Ammerländer,16,lower saxony,Exclusiv,July
Fahrrad,7000,Yes,None,1.0,26.0,Ammerländer,17,lower saxony,Excellent,July
Fahrrad,7000,Yes,None,1.0,26.66,Ammerländer,18,lower saxony,Excellent Plus,July
Fahrrad,7000,Yes,None,1.7,27.52,Bikmo,19,lower saxony,Plus,July
Fahrrad,7000,Yes,None,1.3,41.46,Adam Riese,20,lower saxony,"XL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,1.2,45.42,Adam Riese,21,lower saxony,"XXL Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,7000,Yes,None,2.1,50.12,Verias,22,lower saxony,"Premium Diebstahl, Reparatur sowie Pannen- und Unfallhilfe",July
Fahrrad,6000,Yes,Cheap,1.5,12.02,Hepster,1,lower saxony,Basic,July
Fahrrad,6000,Yes,None,1.5,13.43,BerlinDirect,2,lower saxony,Classic Rundum,July
